Nama,Kabupaten,Kecamatan,Kelurahan,Luas,Jenis
Taman Danau Sunter Selatan, Jakarta Utara , Tanjung Priok , Sunter Jaya ,2000, Tepian Air 
Kapuk Teko, Jakarta Barat , Cengkareng , Kapuk ,13975, RTH Pemakaman 
Kebon Jahe, Jakarta Barat , Cengkareng , Kapuk ,12000, RTH Pemakaman 
Pegadungan, Jakarta Barat , Kali Deres , Pegadungan ,659430, RTH Pemakaman 
Utan Jati, Jakarta Barat , Kali Deres , Pegadungan ,15860, RTH Pemakaman 
Semanan, Jakarta Barat , Kali Deres , Semanan ,8240, RTH Pemakaman 
Tegal Alur I/II, Jakarta Barat , Kali Deres , Tegal Alur ,628826, RTH Pemakaman 
Sukabumi Selatan, Jakarta Barat , Kebon Jeruk , -   ,10960, RTH Pemakaman 
Kepa Duri, Jakarta Barat , Kebon Jeruk , Duri Kepa ,23140, RTH Pemakaman 
Rawa Kopi, Jakarta Barat , Kebon Jeruk , Kedoya Selatan ,16645, RTH Pemakaman 
Joglo, Jakarta Barat , Kembangan , Joglo ,65192, RTH Pemakaman 
Besmol, Jakarta Barat , Kembangan , Kembangan Utara ,10335, RTH Pemakaman 
Grogol Kemanggisan, Jakarta Barat , Palmerah , Palmerah ,19138, RTH Pemakaman 
Kawi-kawi, Jakarta Pusat , Johar Baru , Johar Baru ,49699, RTH Pemakaman 
Karet Pasar Baru Barat, Jakarta Pusat , Tanah Abang , Karet Tengsin ,68892, RTH Pemakaman 
Karet Bivak, Jakarta Pusat , Tanah Abang , Karet Tengsin ,161861, RTH Pemakaman 
Petamburan, Jakarta Pusat , Tanah Abang , Petamburan ,99025, RTH Pemakaman 
Jagakarsa, Jakarta Selatan , Jagakarsa , Jagakarsa ,7131, RTH Pemakaman 
Kampung Kandang, Jakarta Selatan , Jagakarsa , Jagakarsa ,229416, RTH Pemakaman 
Srengseng Sawah, Jakarta Selatan , Jagakarsa , Srengseng Sawah ,101360, RTH Pemakaman 
Kebagusan, Jakarta Selatan , Jagakarsa , Tanjung Barat ,8579, RTH Pemakaman 
Tanah Kusir I/II, Jakarta Selatan , Kebayoran Lama , -   ,519858, RTH Pemakaman 
Karang Tengah, Jakarta Selatan , Kebayoran Lama , -   ,21405, RTH Pemakaman 
Wijaya, Jakarta Selatan , Kebayoran Lama , -   ,5753, RTH Pemakaman 
Grogol Selatan, Jakarta Selatan , Kebayoran Lama , -   ,7532, RTH Pemakaman 
Cidodol, Jakarta Selatan , Kebayoran Lama , Grogol Selatan ,25009, RTH Pemakaman 
Cikoko, Jakarta Selatan , Pasar Minggu , -   ,3618, RTH Pemakaman 
Pejaten Timur, Jakarta Selatan , Pasar Minggu , -   ,2384, RTH Pemakaman 
Tanjung Barat, Jakarta Selatan , Pasar Minggu , -   ,29515, RTH Pemakaman 
Pejaten Barat, Jakarta Selatan , Pasar Minggu , -   ,3954, RTH Pemakaman 
Pasar Minggu, Jakarta Selatan , Pasar Minggu , -   ,23272, RTH Pemakaman 
Jeruk Purut, Jakarta Selatan , Pasar Minggu , Cilandak Timur ,91210, RTH Pemakaman 
Pisangan, Jakarta Selatan , Pasar Minggu , Ragunan ,4985, RTH Pemakaman 
Kampung Kongsi, Jakarta Selatan , Pesanggrahan , Bintaro ,2720, RTH Pemakaman 
Menteng Pulo I/II, Jakarta Selatan , Setia Budi , Menteng Atas ,413207, RTH Pemakaman 
Kampung Penggilingan, Jakarta Timur , Cakung , -   ,15696, RTH Pemakaman 
Kampung Baru & Cipinang baru, Jakarta Timur , Cakung , -   ,16960, RTH Pemakaman 
Kampung Kapuk, Jakarta Timur , Cakung , Penggilingan ,10810, RTH Pemakaman 
Pondok ranggon, Jakarta Timur , Cipayung , -   ,593534, RTH Pemakaman 
Bambu Apus, Jakarta Timur , Cipayung , Bambu Apus ,10970, RTH Pemakaman 
Ceger, Jakarta Timur , Cipayung , Bambu Apus ,5829, RTH Pemakaman 
Cilangkap, Jakarta Timur , Cipayung , Cilangkap ,13855, RTH Pemakaman 
Cipayung, Jakarta Timur , Cipayung , Cipayung ,15315, RTH Pemakaman 
Munjul, Jakarta Timur , Cipayung , Munjul ,9820, RTH Pemakaman 
Bantar Jati, Jakarta Timur , Cipayung , Setu ,18400, RTH Pemakaman 
Cibubur I/II, Jakarta Timur , Ciracas , -   ,8695, RTH Pemakaman 
Ciracas, Jakarta Timur , Ciracas , Ciracas ,9487, RTH Pemakaman 
Susukan Islam, Jakarta Timur , Ciracas , Susukan ,12939, RTH Pemakaman 
Susukan Budha, Jakarta Timur , Ciracas , Susukan ,18437, RTH Pemakaman 
Pondok Kelapa, Jakarta Timur , Duren Sawit , Pondok Kopi ,442921, RTH Pemakaman 
Cipinang Besar, Jakarta Timur , Jatinegara , -   ,160190, RTH Pemakaman 
Prumpung, Jakarta Timur , Jatinegara , Cipinang Besar Utara ,47012, RTH Pemakaman 
Kober Jatinegara, Jakarta Timur , Jatinegara , Rawa Bunga ,71000, RTH Pemakaman 
Kampung Rambutan I/II, Jakarta Timur , Kramat Jati , -   ,5175, RTH Pemakaman 
Kampung Gedong, Jakarta Timur , Kramat Jati , -   ,7339, RTH Pemakaman 
Kampung Dukuh, Jakarta Timur , Kramat Jati , -   ,6785, RTH Pemakaman 
Kampung Bayur, Jakarta Timur , Makasar , Cipinang Melayu ,2762, RTH Pemakaman 
Kebon Pala, Jakarta Timur , Makasar , Kebon Pala ,8197, RTH Pemakaman 
Cipinang Asem, Jakarta Timur , Makasar , Kebon Pala ,19024, RTH Pemakaman 
Kali Sari, Jakarta Timur , Pasar Rebo , -   ,45931, RTH Pemakaman 
Cijantung, Jakarta Timur , Pasar Rebo , Cijantung ,16857, RTH Pemakaman 
Penggilingan, Jakarta Timur , Pulo Gadung , Rawamangun ,50660, RTH Pemakaman 
Utan Kayu, Jakarta Timur , Pulo Gadung , Rawamangun ,66229, RTH Pemakaman 
Jembatan Sampi, Jakarta Utara , Cilincing , -   ,6125, RTH Pemakaman 
Malaka Ampat, Jakarta Utara , Cilincing , -   ,9737, RTH Pemakaman 
Mengkok, Jakarta Utara , Cilincing , -   ,3017, RTH Pemakaman 
Rorotan, Jakarta Utara , Cilincing , -   ,167000, RTH Pemakaman 
Semper, Jakarta Utara , Cilincing , -   ,575660, RTH Pemakaman 
Bulak Turi, Jakarta Utara , Cilincing , -   ,4000, RTH Pemakaman 
Sarang bango/Malaka I, Jakarta Utara , Cilincing , Rorotan ,3156, RTH Pemakaman 
Tegal Kunir, Jakarta Utara , Koja , -   ,4120, RTH Pemakaman 
Plumpang, Jakarta Utara , Koja , -   ,1900, RTH Pemakaman 
Kampung Mangga, Jakarta Utara , Koja , Tugu Selatan ,4898, RTH Pemakaman 
Sungai Bambu, Jakarta Utara , Tanjung Priok , -   ,4900, RTH Pemakaman 
Pulau Karya, Kepulauan Seribu , -   , Pulau Harapan ,21425, RTH Pemakaman 
Pulau Harapan/Kelapa, Kepulauan Seribu , -   , Pulau Harapan ,2437, RTH Pemakaman 
Pulau Lancang, Kepulauan Seribu , -   , Pulau Panggang ,4500, RTH Pemakaman 
